Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"firstProduct = getText(findTestObject(""Object Product Page/firstProductName""))",Firefox 144.0,,,23-10-2025 19:39:24,23-10-2025 19:39:24,"0,332s",PASSED
"if (sortType == ""az"")",Firefox 144.0,,,23-10-2025 19:39:24,23-10-2025 19:39:24,"0,029s",PASSED
,,,,,,,
Test Cases/sort product,Firefox 144.0,,,23-10-2025 19:39:24,23-10-2025 19:39:46,"22,177s",PASSED
"DATA BINDING - {""sortType"":""za"",""expected"":""Test.allTheThings() T-Shirt (Red)""}",,,,,,,
"openBrowser("""")",Firefox 144.0,,,23-10-2025 19:39:24,23-10-2025 19:39:33,"8,871s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 144.0,,,23-10-2025 19:39:33,23-10-2025 19:39:36,"2,692s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/usernameField""), 1)",Firefox 144.0,,,23-10-2025 19:39:36,23-10-2025 19:39:37,"1,146s",PASSED
"setText(findTestObject(""Object Login Page/usernameField""), ""standard_user"")",Firefox 144.0,,,23-10-2025 19:39:37,23-10-2025 19:39:38,"0,745s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/passwordField""), 1)",Firefox 144.0,,,23-10-2025 19:39:38,23-10-2025 19:39:38,"0,254s",PASSED
"setText(findTestObject(""Object Login Page/passwordField""), ""secret_sauce"")",Firefox 144.0,,,23-10-2025 19:39:38,23-10-2025 19:39:39,"0,663s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/loginBtn""), 1)",Firefox 144.0,,,23-10-2025 19:39:39,23-10-2025 19:39:39,"0,248s",PASSED
"click(findTestObject(""Object Login Page/loginBtn""))",Firefox 144.0,,,23-10-2025 19:39:39,23-10-2025 19:39:39,"0,696s",PASSED
delay(5),Firefox 144.0,,,23-10-2025 19:39:39,23-10-2025 19:39:44,"5,012s",PASSED
"click(findTestObject(""Object Product Page/dropdownSort""))",Firefox 144.0,,,23-10-2025 19:39:44,23-10-2025 19:39:45,"0,486s",PASSED
"selectOptionByValue(findTestObject(""Object Product Page/dropdownSort""), sortType, false)",Firefox 144.0,,,23-10-2025 19:39:45,23-10-2025 19:39:46,"0,765s",PASSED
"firstProduct = getText(findTestObject(""Object Product Page/firstProductName""))",Firefox 144.0,,,23-10-2025 19:39:46,23-10-2025 19:39:46,"0,429s",PASSED
"if (sortType == ""az"")",Firefox 144.0,,,23-10-2025 19:39:46,23-10-2025 19:39:46,"0,002s",PASSED
"else if (sortType == ""za"")",Firefox 144.0,,,23-10-2025 19:39:46,23-10-2025 19:39:46,"0,010s",PASSED
,,,,,,,
Test Cases/sort product,Firefox 144.0,,,23-10-2025 19:39:46,23-10-2025 19:40:08,"21,263s",PASSED
"DATA BINDING - {""sortType"":""lohi"",""expected"":""$7.99""}",,,,,,,
"openBrowser("""")",Firefox 144.0,,,23-10-2025 19:39:46,23-10-2025 19:39:55,"8,555s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 144.0,,,23-10-2025 19:39:55,23-10-2025 19:39:57,"1,630s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/usernameField""), 1)",Firefox 144.0,,,23-10-2025 19:39:57,23-10-2025 19:39:58,"1,304s",PASSED
"setText(findTestObject(""Object Login Page/usernameField""), ""standard_user"")",Firefox 144.0,,,23-10-2025 19:39:58,23-10-2025 19:39:59,"0,997s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/passwordField""), 1)",Firefox 144.0,,,23-10-2025 19:39:59,23-10-2025 19:39:59,"0,268s",PASSED
"setText(findTestObject(""Object Login Page/passwordField""), ""secret_sauce"")",Firefox 144.0,,,23-10-2025 19:39:59,23-10-2025 19:40:00,"0,689s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/loginBtn""), 1)",Firefox 144.0,,,23-10-2025 19:40:00,23-10-2025 19:40:00,"0,272s",PASSED
"click(findTestObject(""Object Login Page/loginBtn""))",Firefox 144.0,,,23-10-2025 19:40:00,23-10-2025 19:40:01,"0,512s",PASSED
delay(5),Firefox 144.0,,,23-10-2025 19:40:01,23-10-2025 19:40:06,"5,017s",PASSED
"click(findTestObject(""Object Product Page/dropdownSort""))",Firefox 144.0,,,23-10-2025 19:40:06,23-10-2025 19:40:06,"0,506s",PASSED
"selectOptionByValue(findTestObject(""Object Product Page/dropdownSort""), sortType, false)",Firefox 144.0,,,23-10-2025 19:40:06,23-10-2025 19:40:07,"0,773s",PASSED
"firstProduct = getText(findTestObject(""Object Product Page/firstProductName""))",Firefox 144.0,,,23-10-2025 19:40:07,23-10-2025 19:40:08,"0,412s",PASSED
"if (sortType == ""az"")",Firefox 144.0,,,23-10-2025 19:40:08,23-10-2025 19:40:08,"0,002s",PASSED
"else if (sortType == ""za"")",Firefox 144.0,,,23-10-2025 19:40:08,23-10-2025 19:40:08,"0,003s",PASSED
"else if (sortType == ""lohi"")",Firefox 144.0,,,23-10-2025 19:40:08,23-10-2025 19:40:08,"0,012s",PASSED
,,,,,,,
Test Cases/sort product,Firefox 144.0,,,23-10-2025 19:40:08,23-10-2025 19:40:29,"20,906s",PASSED
"DATA BINDING - {""sortType"":""hilo"",""expected"":""$49.99""}",,,,,,,
"openBrowser("""")",Firefox 144.0,,,23-10-2025 19:40:08,23-10-2025 19:40:16,"7,915s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 144.0,,,23-10-2025 19:40:16,23-10-2025 19:40:18,"2,787s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/usernameField""), 1)",Firefox 144.0,,,23-10-2025 19:40:18,23-10-2025 19:40:19,"0,868s",PASSED
"setText(findTestObject(""Object Login Page/usernameField""), ""standard_user"")",Firefox 144.0,,,23-10-2025 19:40:19,23-10-2025 19:40:20,"0,814s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/passwordField""), 1)",Firefox 144.0,,,23-10-2025 19:40:20,23-10-2025 19:40:20,"0,279s",PASSED
"setText(findTestObject(""Object Login Page/passwordField""), ""secret_sauce"")",Firefox 144.0,,,23-10-2025 19:40:20,23-10-2025 19:40:21,"0,666s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/loginBtn""), 1)",Firefox 144.0,,,23-10-2025 19:40:21,23-10-2025 19:40:21,"0,268s",PASSED
"click(findTestObject(""Object Login Page/loginBtn""))",Firefox 144.0,,,23-10-2025 19:40:21,23-10-2025 19:40:22,"0,537s",PASSED
delay(5),Firefox 144.0,,,23-10-2025 19:40:22,23-10-2025 19:40:27,"5,024s",PASSED
"click(findTestObject(""Object Product Page/dropdownSort""))",Firefox 144.0,,,23-10-2025 19:40:27,23-10-2025 19:40:27,"0,492s",PASSED
"selectOptionByValue(findTestObject(""Object Product Page/dropdownSort""), sortType, false)",Firefox 144.0,,,23-10-2025 19:40:27,23-10-2025 19:40:28,"0,763s",PASSED
"firstProduct = getText(findTestObject(""Object Product Page/firstProductName""))",Firefox 144.0,,,23-10-2025 19:40:28,23-10-2025 19:40:29,"0,414s",PASSED
"if (sortType == ""az"")",Firefox 144.0,,,23-10-2025 19:40:29,23-10-2025 19:40:29,"0,003s",PASSED
"else if (sortType == ""za"")",Firefox 144.0,,,23-10-2025 19:40:29,23-10-2025 19:40:29,"0,005s",PASSED
"else if (sortType == ""lohi"")",Firefox 144.0,,,23-10-2025 19:40:29,23-10-2025 19:40:29,"0,002s",PASSED
"else if (sortType == ""hilo"")",Firefox 144.0,,,23-10-2025 19:40:29,23-10-2025 19:40:29,"0,007s",PASSED
